MSE,MAE,RMSE,MAPE,R2,Accuracy,F1,Stock,Model
0.0058182547800242,0.0632797479629516,0.0762774854070602,213.5072946548462,-0.1511290073394775,0.5134228187919463,0.4912280701754385,2883,TCN
0.0115180490538477,0.0851979106664657,0.107322174101384,260.8581304550171,-1.654958724975586,0.4261744966442953,0.3736263736263736,2887,TCN
0.0088362582027912,0.0738333910703659,0.0940013734090689,190.4063105583191,-1.2270548343658447,0.4496644295302013,0.536723163841808,2885,TCN
0.009442476555705,0.0817532315850257,0.0971724063492567,320.9569215774536,-1.0849711894989014,0.4765100671140939,0.6338028169014085,5871,TCN
0.0034451892133802,0.0468191355466842,0.0586957342008788,157.7663779258728,-0.6593173742294312,0.5302013422818792,0.5833333333333334,2880,TCN
0.0021578057203441,0.0373041741549968,0.0464521874656531,252.43573188781735,-0.5129110813140869,0.5067114093959731,0.5663716814159292,5876,TCN
0.0006266197306104,0.0199733786284923,0.0250323736511422,175.47897100448608,-0.5895469188690186,0.610738255033557,0.6759776536312849,2412,TCN
0.0075765582732856,0.0799101814627647,0.0870434275134293,598.8073348999023,-9.40230655670166,0.4597315436241611,0.0,3045,TCN
0.0038336971774697,0.0487264953553676,0.0619168569734424,289.4733428955078,-1.449340581893921,0.6040268456375839,0.6844919786096256,4904,TCN
0.024340271949768,0.1242314279079437,0.1560136915458642,351.8320083618164,-1.3629231452941897,0.4395973154362416,0.2511210762331838,3231,TCN
0.0229660775512456,0.11725764721632,0.1515456286114703,247.70328998565677,-1.4137184619903564,0.5436241610738255,0.66,2357,TCN
0.0372138693928718,0.153318241238594,0.1929089665953137,218.26739311218265,-0.5048415660858154,0.5,0.5895316804407713,2059,TCN
0.0217440370470285,0.111249066889286,0.1474585943477983,207.7390193939209,-0.5329949855804443,0.4865771812080537,0.4436363636363636,2301,TCN
0.0295853074640035,0.1478181183338165,0.1720038007254594,410.74185371398926,-0.1804642677307129,0.6174496644295302,0.7634854771784232,2345,TCN
0.0072379983030259,0.0652970448136329,0.0850764262473804,225.32787322998047,-0.0982072353363037,0.6476510067114094,0.5643153526970954,3008,TCN
